"datetime","count"
"1/14/2011 0:00",10.0543224565124
"1/14/2011 1:00",9.9150953528002
"1/14/2011 2:00",7.66008589606177
"1/14/2011 3:00",10.7455443971654
"1/14/2011 5:00",16.223341583307
"1/14/2011 6:00",50.0174389379276
"1/14/2011 7:00",73.9783984975749
"1/14/2011 8:00",187.805660821172
"1/14/2011 9:00",101.977911629525
"1/14/2011 10:00",43.7893784849391
"1/14/2011 11:00",40.0147183411173
"1/14/2011 12:00",65.1009090133708
"1/14/2011 13:00",61.9798246698783
"1/14/2011 14:00",58.1714316228263
"1/14/2011 15:00",63.4335045856694
"1/14/2011 16:00",90.1672389295063
"1/14/2011 17:00",168.049954992733
"1/14/2011 18:00",160.998692365287
"1/14/2011 19:00",100.47677023107
"1/14/2011 20:00",90.3765369071011
"1/14/2011 21:00",61.967894979373
"1/14/2011 22:00",44.4782776423217
"1/14/2011 23:00",28.5269772836699
"1/15/2011 0:00",31.529257909042
"1/15/2011 1:00",22.1428986444759
"1/15/2011 2:00",32.9696390082001
"1/15/2011 3:00",28.923531443287
"1/15/2011 4:00",9.19512308560472
"1/15/2011 5:00",9.93336659922199
"1/15/2011 6:00",14.5698905880848
"1/15/2011 7:00",0
"1/15/2011 8:00",0
"1/15/2011 9:00",12.0305648076105
"1/15/2011 10:00",55.3483674787562
"1/15/2011 11:00",59.8568730682807
"1/15/2011 12:00",93.0109586016039
"1/15/2011 13:00",99.5778814563707
"1/15/2011 14:00",120.204456111114
"1/15/2011 15:00",115.623654375202
"1/15/2011 16:00",64.9735658633211
"1/15/2011 17:00",60.8666622514629
"1/15/2011 18:00",45.2882575881707
"1/15/2011 19:00",53.5898712124052
"1/15/2011 20:00",48.768103084637
"1/15/2011 21:00",51.9361019744869
"1/15/2011 22:00",48.208587526622
"1/15/2011 23:00",32.7219224194049
"1/16/2011 0:00",27.3563776152319
"1/16/2011 1:00",22.4217826363363
"1/16/2011 2:00",24.9346674162371
"1/16/2011 3:00",13.8787990436107
"1/16/2011 4:00",2.82019954279875
"1/16/2011 5:00",0.587802923445604
"1/16/2011 6:00",6.41045673135648
"1/16/2011 7:00",0
"1/16/2011 8:00",0
"1/16/2011 9:00",20.0218664738187
"1/16/2011 10:00",61.844499855108
"1/16/2011 11:00",63.7070294150119
"1/16/2011 12:00",86.2728869331402
"1/16/2011 13:00",83.2140507860809
"1/16/2011 14:00",108.585788861442
"1/16/2011 15:00",95.6304011713478
"1/16/2011 16:00",34.0385254803231
"1/16/2011 17:00",41.0299944156397
"1/16/2011 18:00",10.2204236387235
"1/16/2011 19:00",16.1039935300591
"1/16/2011 20:00",3.27162558952669
"1/16/2011 21:00",7.95063571156868
"1/16/2011 22:00",8.23937567539966
"1/16/2011 23:00",23.4804459097518
"1/17/2011 0:00",12.0277209294274
"1/17/2011 1:00",13.4139826016572
"1/17/2011 2:00",21.040761561401
"1/17/2011 3:00",13.7931863570959
"1/17/2011 4:00",3.25940723573996
"1/17/2011 5:00",5.77341527353939
"1/17/2011 6:00",7.13524666700508
"1/17/2011 7:00",0
"1/17/2011 8:00",0
"1/17/2011 9:00",0
"1/17/2011 10:00",13.5750150996859
"1/17/2011 11:00",11.6089560026073
"1/17/2011 12:00",44.6464796443446
"1/17/2011 13:00",9.22008016079959
"1/17/2011 14:00",45.4026458943166
"1/17/2011 15:00",59.2032749344984
"1/17/2011 16:00",0
"1/17/2011 17:00",34.6414663383969
"1/17/2011 18:00",0
"1/17/2011 19:00",0
"1/17/2011 20:00",0
"1/17/2011 21:00",0
"1/17/2011 22:00",0
"1/17/2011 23:00",0
"1/18/2011 12:00",7.4010048414003
"1/18/2011 13:00",15.5311136451404
"1/18/2011 14:00",36.6071470612659
"1/18/2011 15:00",28.5520235173552
"1/18/2011 16:00",36.995020534573
"1/18/2011 17:00",116.564401094471
"1/18/2011 18:00",104.611648750822
"1/18/2011 19:00",66.2441905549094
"1/18/2011 20:00",66.3910353639734
"1/18/2011 21:00",25.1266458394776
"1/18/2011 22:00",25.7715693080264
"1/18/2011 23:00",17.7856708495299
"1/19/2011 0:00",3.80617991608569
"1/19/2011 1:00",0
"1/19/2011 2:00",0
"1/19/2011 4:00",0
"1/19/2011 5:00",0
"1/19/2011 6:00",20.4608919805395
"1/19/2011 7:00",68.023638096326
"1/19/2011 8:00",188.357966958115
"1/19/2011 9:00",86.4224894075523
"1/19/2011 10:00",17.3303469310255
"1/19/2011 11:00",29.0210335821614
"1/19/2011 12:00",43.3259614575773
"1/19/2011 13:00",65.1471659762735
"1/19/2011 14:00",60.0632467909698
"1/19/2011 15:00",48.9986047609973
"1/19/2011 16:00",84.7739470331207
"1/19/2011 17:00",180.77369650775
"1/19/2011 18:00",164.210256600067
"1/19/2011 19:00",99.8312569604817
"1/19/2011 20:00",82.4606594094822
"1/19/2011 21:00",48.8544012802476
"1/19/2011 22:00",48.7503235558059
"1/19/2011 23:00",4.89285237515283
"2/14/2011 0:00",13.7078877808299
"2/14/2011 1:00",4.1944181231661
"2/14/2011 2:00",0
"2/14/2011 3:00",0
"2/14/2011 4:00",0
"2/14/2011 5:00",0.642002994320477
"2/14/2011 6:00",42.3328670760014
"2/14/2011 7:00",132.662857426056
"2/14/2011 8:00",306.5183456421
"2/14/2011 9:00",144.181684930502
"2/14/2011 10:00",64.7332294173169
"2/14/2011 11:00",83.590449218549
"2/14/2011 12:00",94.1503729170878
"2/14/2011 13:00",98.3332690876842
"2/14/2011 14:00",94.0141673685142
"2/14/2011 15:00",76.711295004722
"2/14/2011 16:00",139.359573021954
"2/14/2011 17:00",247.965855101517
"2/14/2011 18:00",216.915148229509
"2/14/2011 19:00",141.609479437121
"2/14/2011 20:00",100.65282868787
"2/14/2011 21:00",70.4183963746678
"2/14/2011 22:00",33.9545253699459
"2/14/2011 23:00",17.5376995304805
"2/15/2011 0:00",2.78168336208452
"2/15/2011 1:00",0
"2/15/2011 2:00",0
"2/15/2011 4:00",0
"2/15/2011 5:00",2.15178018176263
"2/15/2011 6:00",41.9271952851103
"2/15/2011 7:00",113.184723295603
"2/15/2011 8:00",250.029696073371
"2/15/2011 9:00",144.648305010181
"2/15/2011 10:00",70.73444720381
"2/15/2011 11:00",74.6356307931954
"2/15/2011 12:00",91.3130965979647
"2/15/2011 13:00",97.2082868521844
"2/15/2011 14:00",81.700543020128
"2/15/2011 15:00",80.5430108007777
"2/15/2011 16:00",115.793683348595
"2/15/2011 17:00",214.909276769759
"2/15/2011 18:00",204.498319370765
"2/15/2011 19:00",140.262075564214
"2/15/2011 20:00",106.980685671824
"2/15/2011 21:00",89.4853625268279
"2/15/2011 22:00",73.7010035060587
"2/15/2011 23:00",32.4702942260369
"2/16/2011 0:00",18.1530342172119
"2/16/2011 1:00",9.70500876669446
"2/16/2011 3:00",0
"2/16/2011 4:00",3.24298089356988
"2/16/2011 5:00",7.59551572156625
"2/16/2011 6:00",34.592314190663
"2/16/2011 7:00",99.694969066382
"2/16/2011 8:00",249.856686287278
"2/16/2011 9:00",134.051025630622
"2/16/2011 10:00",57.1291789827311
"2/16/2011 11:00",70.2885033074022
"2/16/2011 12:00",89.2322501113626
"2/16/2011 13:00",91.4759124790443
"2/16/2011 14:00",78.6544721300574
